Statut;Coordonnées géographiques;Geo Shape
En exploitation;42.3098564180217, 9.150817782929158;"{""coordinates"": [[9.1509538, 42.3103148], [9.1509374, 42.310309], [9.1508614, 42.3102912], [9.1507603, 42.3098157], [9.1507759, 42.3097632], [9.1508026, 42.3096704], [9.1507711, 42.309476], [9.1509372, 42.3094629], [9.1509381, 42.3094607]], ""type"": ""LineString""}"
En exploitation;42.29876301467166, 9.154141387466973;"{""coordinates"": [[9.1547489, 42.2995639], [9.1547478, 42.2995651], [9.1546056, 42.2995212], [9.1545766, 42.2995129], [9.1543883, 42.299357], [9.1535161, 42.2989618], [9.1536797, 42.2987566], [9.1547192, 42.2978925], [9.1546877, 42.297868], [9.154616, 42.2978583], [9.1545982, 42.2978603]], ""type"": ""LineString""}"
En exploitation;42.30110496354104, 9.15849447304469;"{""coordinates"": [[9.1578146, 42.3012588], [9.1584158, 42.3012643], [9.1586408, 42.3010829], [9.1586758, 42.3009119], [9.1590338, 42.3009091], [9.1590557, 42.300898], [9.1590588, 42.3008421], [9.1590304, 42.3008409]], ""type"": ""LineString""}"
En exploitation;42.30925188413264, 9.151029109219321;"{""coordinates"": [[9.1509381, 42.3094607], [9.1509644, 42.309438], [9.1510024, 42.3093405], [9.151025, 42.3092747], [9.1511005, 42.3090317]], ""type"": ""LineString""}"
En exploitation;42.30349893768876, 9.163780310422585;"{""coordinates"": [[9.1643495, 42.303383], [9.1643393, 42.3033719], [9.1643323, 42.3033641], [9.1642509, 42.3033762], [9.1632517, 42.3036344], [9.1632301, 42.3036473], [9.1632254, 42.3036548], [9.1632179, 42.303667]], ""type"": ""LineString""}"
En exploitation;42.299923186292396, 9.171578047392149;"{""coordinates"": [[9.1720755, 42.3004148], [9.1720764, 42.3004135], [9.1720825, 42.3004024], [9.1720877, 42.3003929], [9.1720892, 42.300373], [9.1720714, 42.3003442], [9.1720183, 42.3002679], [9.1719756, 42.3002009], [9.1718851, 42.3000952], [9.1718397, 42.3000717], [9.1718015, 42.300046], [9.1717214, 42.2999695], [9.1715807, 42.2998261], [9.1714977, 42.2997561], [9.1714167, 42.299705], [9.17136, 42.2996749], [9.1713076, 42.2996518], [9.1712875, 42.2996422], [9.1712515, 42.2996615], [9.1710101, 42.299777], [9.1710007, 42.2997812], [9.170996, 42.2997833], [9.1709899, 42.2997827], [9.1709779, 42.2997726], [9.1709581, 42.2997466], [9.1709518, 42.2997455]], ""type"": ""LineString""}"
En exploitation;42.301902778420676, 9.153938406653024;"{""coordinates"": [[9.153801, 42.3019991], [9.1539081, 42.3018443], [9.1540953, 42.3019226], [9.1540991, 42.3019241], [9.1541126, 42.3019218]], ""type"": ""LineString""}"
En exploitation;42.29294040387809, 9.138466418882109;"{""coordinates"": [[9.1424214, 42.2937023], [9.142416, 42.2936895], [9.1423897, 42.2936306], [9.1420695, 42.2935669], [9.1414287, 42.2933312], [9.1410455, 42.2932042], [9.1404592, 42.2930197], [9.1399626, 42.2929869], [9.1389391, 42.2931514], [9.1387597, 42.2931772], [9.1380877, 42.2932133], [9.1376141, 42.2931553], [9.1365097, 42.2928101], [9.1357918, 42.2925839], [9.1355206, 42.2924815], [9.1353479, 42.29232], [9.1352997, 42.2922361], [9.1351388, 42.291977], [9.1351721, 42.2917524], [9.1353368, 42.2914937], [9.1353355, 42.2914919]], ""type"": ""LineString""}"
En exploitation;41.7681574562009, 8.765879645809825;"{""coordinates"": [[8.7662664, 41.7681124], [8.7659926, 41.7680779], [8.7656978, 41.7682282], [8.7654978, 41.7682694]], ""type"": ""LineString""}"
En exploitation;42.30102082746023, 9.155043161856195;"{""coordinates"": [[9.1554116, 42.3009295], [9.1554066, 42.3009166], [9.1553985, 42.3008966], [9.1552295, 42.3008117], [9.1546855, 42.3013245]], ""type"": ""LineString""}"
En exploitation;42.29781208008077, 9.174976046896122;"{""coordinates"": [[9.1744088, 42.2980609], [9.1744256, 42.298066], [9.174436, 42.2980693], [9.1745258, 42.2980214], [9.1747712, 42.2979048], [9.1750606, 42.2977584], [9.1752039, 42.2976884], [9.1752685, 42.2976548], [9.1753898, 42.2975961], [9.1754019, 42.2975945], [9.1754107, 42.2975975], [9.1754185, 42.2976025], [9.1754282, 42.2976128], [9.175473, 42.297667], [9.1754957, 42.2976973], [9.1754996, 42.2977022], [9.1755088, 42.2977138]], ""type"": ""LineString""}"
En exploitation;41.8085109904099, 8.759518430199757;"{""coordinates"": [[8.7596458, 41.8085153], [8.7594408, 41.808511], [8.7593936, 41.8084934]], ""type"": ""LineString""}"
En exploitation;42.307441103206635, 9.162674708557663;"{""coordinates"": [[9.1621966, 42.3072664], [9.162221, 42.3072593], [9.1622995, 42.307242], [9.1625179, 42.3072118], [9.1626827, 42.3072695], [9.162848, 42.3073865], [9.162875, 42.3074275], [9.1628829, 42.3075029], [9.1628498, 42.3076404], [9.1628262, 42.3078709], [9.1627628, 42.3078655], [9.162754, 42.3078772]], ""type"": ""LineString""}"
En exploitation;42.30749652826795, 9.162773809671984;"{""coordinates"": [[9.1625929, 42.3071771], [9.1625778, 42.3071821], [9.162504, 42.3071983], [9.1625893, 42.3072272], [9.1626898, 42.3072662], [9.1628575, 42.3073804], [9.1628836, 42.3074222], [9.1629005, 42.3074866], [9.162875, 42.3076332], [9.1628438, 42.3078981], [9.162828, 42.3079213], [9.1627729, 42.307906], [9.1627589, 42.3078974]], ""type"": ""LineString""}"
En exploitation;41.791844650784434, 8.74488626554389;"{""coordinates"": [[8.7449353, 41.7920577], [8.7450286, 41.7919625], [8.7450381, 41.7919376], [8.7448172, 41.7918164], [8.7448356, 41.7917224], [8.744697, 41.7916647], [8.7446813, 41.7916581]], ""type"": ""LineString""}"
En exploitation;42.3056043253932, 9.148863310589249;"{""coordinates"": [[9.1488758, 42.3055515], [9.1488571, 42.305566], [9.1488496, 42.3055753], [9.1488377, 42.3055903], [9.1488438, 42.3056056], [9.1488524, 42.3056175], [9.1488616, 42.3056264], [9.148874, 42.3056333], [9.1488924, 42.3056394], [9.1488931, 42.3056398], [9.1489061, 42.3056461], [9.1489079, 42.3056475]], ""type"": ""LineString""}"
En exploitation;42.29921007162868, 9.172166779262444;"{""coordinates"": [[9.1690551, 42.300693], [9.1690834, 42.3007232], [9.1692761, 42.300628], [9.1700361, 42.3002621], [9.1710056, 42.2997918], [9.171772, 42.2994157], [9.1723507, 42.299124], [9.1728522, 42.2988717], [9.1742452, 42.2981824], [9.1746036, 42.2979988], [9.175185, 42.297709], [9.1752296, 42.2976866], [9.1752343, 42.2976785], [9.1752244, 42.2976607], [9.1752089, 42.2976402]], ""type"": ""LineString""}"
En exploitation;41.797466623072246, 8.711511509922301;"{""coordinates"": [[8.7124527, 41.7968107], [8.7124676, 41.7968627], [8.7123301, 41.7969033], [8.712119, 41.796917], [8.7116711, 41.7971066], [8.7115459, 41.7971945], [8.7114953, 41.7973578], [8.7114681, 41.7974906], [8.7113896, 41.7976364], [8.7112618, 41.7977056], [8.7111576, 41.7977225], [8.7110132, 41.7977525], [8.7110206, 41.7978316], [8.7110505, 41.7979045], [8.7110771, 41.7980067], [8.7110948, 41.7980552], [8.7111014, 41.798125], [8.710754, 41.7981643], [8.7107362, 41.7981663]], ""type"": ""LineString""}"
En exploitation;42.30281576960419, 9.164373418604345;"{""coordinates"": [[9.1652294, 42.3019246], [9.1652263, 42.3019379], [9.1652749, 42.3020513], [9.1654556, 42.3022303], [9.1654429, 42.3023142], [9.1651982, 42.302414], [9.164443, 42.3026294], [9.1640344, 42.3027097], [9.1639843, 42.3027399], [9.1637316, 42.3030293], [9.1635689, 42.303145], [9.1634719, 42.3031858], [9.1634731, 42.3031965], [9.1636105, 42.3034587], [9.1636652, 42.3034807], [9.1637064, 42.30348], [9.1642558, 42.3033609], [9.1643197, 42.3033489], [9.1643643, 42.3033673], [9.164362, 42.3033808]], ""type"": ""LineString""}"
En exploitation;42.29765708288645, 9.175177223522194;"{""coordinates"": [[9.1752014, 42.2976416], [9.1752035, 42.2976521], [9.1752187, 42.2976636], [9.1751692, 42.2976658], [9.1751369, 42.2976489], [9.1751339, 42.297645], [9.1751254, 42.2976341]], ""type"": ""LineString""}"
En exploitation;41.799062199999995, 8.71618005;"{""coordinates"": [[8.7162118, 41.7990523], [8.7161483, 41.7990721]], ""type"": ""LineString""}"
En exploitation;42.30305566538141, 9.162875205532071;"{""coordinates"": [[9.1632089, 42.3036658], [9.1632074, 42.3036524], [9.1631993, 42.3036391], [9.1635764, 42.3035183], [9.1636034, 42.3034726], [9.1634522, 42.3031906], [9.1631983, 42.3032126], [9.1631601, 42.3032004], [9.1630363, 42.3029371], [9.1629797, 42.3028615], [9.1628876, 42.3028062], [9.1627376, 42.3027773], [9.1624833, 42.3027586], [9.1622833, 42.3027693], [9.162086, 42.3027865], [9.1619932, 42.3027953], [9.1618972, 42.3027174], [9.1617631, 42.3026851], [9.1617453, 42.3026807]], ""type"": ""LineString""}"
En exploitation;42.57456542023269, 9.002640222726534;"{""coordinates"": [[9.0027342, 42.5744586], [9.0027252, 42.5744574], [9.0027061, 42.574463], [9.0026921, 42.5744801], [9.0026537, 42.5745221], [9.0026159, 42.5745685], [9.0026006, 42.5745973], [9.0025909, 42.5746205], [9.0025927, 42.5746366], [9.002597, 42.5746544], [9.0026015, 42.5746632], [9.0026098, 42.5746717], [9.0026204, 42.5746802], [9.0026269, 42.5746843], [9.0026359, 42.5746874], [9.0026372, 42.574688]], ""type"": ""LineString""}"
En exploitation;41.75623204999999, 8.73381925;"{""coordinates"": [[8.7339024, 41.7561773], [8.7337361, 41.7562868]], ""type"": ""LineString""}"
En exploitation;42.293231653657536, 9.183984266076871;"{""coordinates"": [[9.1924947, 42.2883535], [9.1925051, 42.2883646], [9.1924952, 42.2884025], [9.188399, 42.2908795], [9.187502, 42.2914248], [9.1851811, 42.2927932], [9.1849419, 42.2929192], [9.183319, 42.2937446], [9.1818574, 42.2944927], [9.1803839, 42.2952186], [9.1798879, 42.295448], [9.1793439, 42.2957136], [9.1787495, 42.2959909], [9.1783229, 42.2961952], [9.1779093, 42.2963968], [9.1774944, 42.2965949], [9.1771279, 42.2967649], [9.1757558, 42.2974336], [9.1752831, 42.2976557], [9.1752728, 42.2976608], [9.1752646, 42.297664], [9.1752588, 42.2976662], [9.1752539, 42.2976665], [9.1752489, 42.2976658], [9.1752439, 42.2976635], [9.1752383, 42.2976575], [9.1752278, 42.2976482], [9.1752223, 42.2976431], [9.1752167, 42.2976379], [9.1752165, 42.2976378]], ""type"": ""LineString""}"
En exploitation;41.799967699973934, 8.749732042816131;"{""coordinates"": [[8.7497314, 41.8000532], [8.7497294, 41.7999078], [8.749739, 41.7999014], [8.7497519, 41.799892]], ""type"": ""LineString""}"
En exploitation;41.769228089114634, 8.74382086463084;"{""coordinates"": [[8.7434951, 41.7689051], [8.7435059, 41.7689237], [8.7435598, 41.7690011], [8.7436213, 41.7691049], [8.7436953, 41.7691775], [8.7439302, 41.7693252], [8.7442146, 41.7694758]], ""type"": ""LineString""}"
En exploitation;42.30689722052072, 9.163257044789852;"{""coordinates"": [[9.1639249, 42.3066375], [9.1639069, 42.3066359], [9.163818, 42.3066505], [9.1635858, 42.3067303], [9.1631801, 42.3069405], [9.1628145, 42.3071032], [9.1625929, 42.3071771]], ""type"": ""LineString""}"
En exploitation;41.795425859892525, 8.741361292247019;"{""coordinates"": [[8.7411492, 41.7952688], [8.7414075, 41.7955321], [8.7415765, 41.795413], [8.7415897, 41.7954038]], ""type"": ""LineString""}"
En exploitation;41.98835940000001, 8.9091342;"{""coordinates"": [[8.9090881, 41.98845], [8.9091803, 41.9882688]], ""type"": ""LineString""}"
En exploitation;41.804492772652466, 8.74636193493641;"{""coordinates"": [[8.7463721, 41.8045107], [8.7463816, 41.8044895], [8.7463438, 41.8044874], [8.7463318, 41.8044973]], ""type"": ""LineString""}"
En exploitation;41.79526969763667, 8.737462391551123;"{""coordinates"": [[8.7381911, 41.7951008], [8.7382062, 41.7950837], [8.7373069, 41.7955495], [8.7368512, 41.7948948], [8.7368429, 41.7948829]], ""type"": ""LineString""}"
En exploitation;41.913787637325825, 8.849402910151145;"{""coordinates"": [[8.8490725, 41.9139275], [8.8491182, 41.9139148], [8.8497311, 41.9136416]], ""type"": ""LineString""}"
En exploitation;41.808933719604056, 8.764098968379237;"{""coordinates"": [[8.7636469, 41.8088374], [8.7636848, 41.8088454], [8.7637864, 41.8089671], [8.7638801, 41.8090643], [8.7639903, 41.8090999], [8.7641237, 41.8090957], [8.7641753, 41.8090541], [8.7642268, 41.8089323], [8.7643312, 41.8088262], [8.7643379, 41.8087618], [8.7643706, 41.8087493], [8.7644527, 41.8087364], [8.7645233, 41.8087399], [8.7645353, 41.8087284], [8.7645433, 41.8087164]], ""type"": ""LineString""}"
En exploitation;41.79610471569952, 8.733291961744962;"{""coordinates"": [[8.7332717, 41.7960836], [8.7333032, 41.7961152], [8.7333093, 41.7961279]], ""type"": ""LineString""}"
En exploitation;41.922905986002746, 8.908883670928512;"{""coordinates"": [[8.9087908, 41.9229034], [8.9088788, 41.9228986], [8.9089434, 41.9229196], [8.9089733, 41.9229063]], ""type"": ""LineString""}"
En exploitation;41.800621248080475, 8.714985716790055;"{""coordinates"": [[8.7154308, 41.8005381], [8.715607, 41.8006276], [8.7154663, 41.8006777], [8.7153511, 41.8006847], [8.7152189, 41.8006786], [8.7150841, 41.8006673], [8.7149063, 41.8006344], [8.7147392, 41.8005922], [8.7145897, 41.8005808], [8.7142261, 41.8005691], [8.7142082, 41.8005686]], ""type"": ""LineString""}"
En exploitation;41.799851834822526, 8.749696213491248;"{""coordinates"": [[8.7496477, 41.7998192], [8.7497181, 41.799869], [8.7497312, 41.7998726], [8.749748, 41.7998777]], ""type"": ""LineString""}"
En exploitation;41.929955899576875, 8.89395858626069;"{""coordinates"": [[8.8942273, 41.9298383], [8.8942176, 41.9298496], [8.8936859, 41.930068]], ""type"": ""LineString""}"
En exploitation;41.80814740623797, 8.769653990037936;"{""coordinates"": [[8.7697121, 41.808135], [8.7696173, 41.8081527], [8.7696119, 41.8081596], [8.7696029, 41.8081713]], ""type"": ""LineString""}"
En exploitation;41.79626609673646, 8.724927597330641;"{""coordinates"": [[8.7249218, 41.7962983], [8.7249065, 41.7962868], [8.7249047, 41.7962689], [8.7249271, 41.7962496], [8.7249717, 41.7962601]], ""type"": ""LineString""}"
En exploitation;42.27409609129565, 9.266273082136774;"{""coordinates"": [[9.2586382, 42.2720493], [9.2595767, 42.2719254], [9.2597688, 42.2719479], [9.2603479, 42.2721684], [9.2606818, 42.2723308], [9.2609624, 42.272514], [9.2613688, 42.2728013], [9.2616017, 42.2729828], [9.2619488, 42.2733818], [9.2621381, 42.2735404], [9.2624063, 42.2737008], [9.2628758, 42.2738721], [9.2632075, 42.2739618], [9.2633537, 42.2739737], [9.2635, 42.2739571], [9.2636006, 42.2739271], [9.2637369, 42.2738526], [9.2644906, 42.2734259], [9.2646027, 42.273388], [9.2650464, 42.2733519], [9.2652646, 42.2733563], [9.2654023, 42.273373], [9.2656552, 42.2733872], [9.265828, 42.2734505], [9.2659225, 42.2735287], [9.2663019, 42.2739864], [9.2667042, 42.2745036], [9.2669618, 42.2748123], [9.267104, 42.2749093], [9.2672795, 42.2749906], [9.2674449, 42.275029], [9.2675635, 42.2750446], [9.2681525, 42.2750364], [9.268445, 42.2750929], [9.2686716, 42.2751569], [9.2687917, 42.2751585], [9.2693898, 42.2750677], [9.2695394, 42.2750789], [9.2696855, 42.2751067], [9.2698214, 42.2751682], [9.2699527, 42.2752369], [9.2700711, 42.2752783], [9.2702255, 42.2753033], [9.2703976, 42.275292], [9.2706413, 42.2752455], [9.2710055, 42.2752028], [9.2711621, 42.2752207], [9.2714213, 42.2753045], [9.2719912, 42.2754263], [9.2722055, 42.2754521], [9.2724646, 42.2754538], [9.2741308, 42.2752784], [9.2742304, 42.2753233], [9.2742458, 42.2753304]], ""type"": ""LineString""}"
En exploitation;41.786127, 8.7388129;"{""coordinates"": [[8.7387453, 41.7859745], [8.7388805, 41.7862795]], ""type"": ""LineString""}"
En exploitation;41.77123410958468, 8.74481301114969;"{""coordinates"": [[8.7442146, 41.7694758], [8.7442882, 41.7695343], [8.7444346, 41.7696555], [8.7444965, 41.7697166], [8.7445766, 41.7698564], [8.7446074, 41.7700105], [8.7446054, 41.7701417], [8.7445831, 41.7702741], [8.744549, 41.77039], [8.7445359, 41.7705125], [8.7445377, 41.7705808], [8.7445523, 41.7706749], [8.744661, 41.7709233], [8.7447092, 41.7710766], [8.7447247, 41.7711289], [8.7447604, 41.7711801], [8.7448259, 41.7712258], [8.744886, 41.771268], [8.7449875, 41.7713193], [8.7450941, 41.7714197], [8.7451376, 41.7715502], [8.7451153, 41.7716807], [8.7450813, 41.7717967], [8.7450577, 41.7718664], [8.7450431, 41.7719736], [8.7450514, 41.7720568], [8.7451373, 41.7722534], [8.7451654, 41.7723316], [8.745206, 41.772432], [8.7452059, 41.7724814], [8.7452062, 41.7725683], [8.7451492, 41.7726251], [8.7451072, 41.7726617], [8.7450214, 41.772716], [8.7449828, 41.7727372], [8.7448021, 41.7727587], [8.7446713, 41.7727417]], ""type"": ""LineString""}"
En exploitation;42.26400397972102, 8.831434856594207;"{""coordinates"": [[8.8245995, 42.2631191], [8.824619, 42.2632045], [8.8248078, 42.2633782], [8.8254002, 42.2637089], [8.8256797, 42.2638946], [8.825836, 42.2642416], [8.8260743, 42.2644787], [8.8267424, 42.2648992], [8.8269403, 42.264985], [8.8271483, 42.2649931], [8.8275852, 42.2648998], [8.8279853, 42.2648997], [8.8288801, 42.2650301], [8.8290032, 42.2650784], [8.8293697, 42.2652412], [8.8296446, 42.2654185], [8.8298161, 42.2654709], [8.8303342, 42.2655265], [8.8308243, 42.2656632], [8.8310423, 42.265669], [8.8314896, 42.2656195], [8.8316336, 42.265556], [8.8317781, 42.2654323], [8.8320553, 42.2651774], [8.832397, 42.2649074], [8.8325788, 42.264806], [8.8329773, 42.2647501], [8.833178, 42.2646923], [8.8334041, 42.2645245], [8.833934, 42.2639569], [8.8346651, 42.2634224], [8.8346434, 42.2633119], [8.8345519, 42.2630412], [8.8345721, 42.2627148], [8.834589, 42.2625704], [8.8346376, 42.262501], [8.8355504, 42.2620807], [8.8363179, 42.2618954], [8.8364893, 42.2619023], [8.8367634, 42.2619899], [8.8369826, 42.2621093], [8.8370712, 42.2621238], [8.8371441, 42.2621031], [8.8374879, 42.2618694], [8.8375957, 42.2618454], [8.8378124, 42.2618463], [8.8379892, 42.2619007], [8.8380824, 42.2619674], [8.8380909, 42.2619792]], ""type"": ""LineString""}"
En exploitation;41.79412666124686, 8.733870497891388;"{""coordinates"": [[8.7330251, 41.7914256], [8.7329106, 41.7916256], [8.7328467, 41.7917219], [8.7327533, 41.7918887], [8.7327232, 41.7920003], [8.7326874, 41.7922394], [8.7327212, 41.7923921], [8.7327439, 41.7925282], [8.7328107, 41.7926448], [8.7329281, 41.7927619], [8.7329669, 41.7928284], [8.7330335, 41.7928968], [8.7331232, 41.7929674], [8.7332198, 41.7930616], [8.733377, 41.7931627], [8.7338212, 41.7934263], [8.7339292, 41.7935885], [8.7340003, 41.7937014], [8.7340471, 41.7937572], [8.7342617, 41.7940646], [8.734338, 41.7941841], [8.734381, 41.7942469], [8.7347696, 41.7948263], [8.7350945, 41.7951585], [8.7349698, 41.7954412], [8.7346816, 41.7957331], [8.7345238, 41.795852], [8.7342525, 41.7959857], [8.7338306, 41.7961057], [8.7335725, 41.7961184], [8.7333516, 41.7961823], [8.7333217, 41.796167], [8.7333185, 41.7961538]], ""type"": ""LineString""}"
En exploitation;41.776223495122636, 8.741924818561488;"{""coordinates"": [[8.7446713, 41.7727417], [8.7444594, 41.7727695], [8.7443015, 41.7728201], [8.7441386, 41.7729622], [8.7439541, 41.7732439], [8.7439127, 41.7733242], [8.7438443, 41.7734263], [8.7437543, 41.773532], [8.7436021, 41.7736872], [8.7434888, 41.7738061], [8.7433546, 41.7740999], [8.7432394, 41.7743507], [8.7431328, 41.7744834], [8.742958, 41.7746344], [8.7427975, 41.7748042], [8.7427017, 41.7749189], [8.7423858, 41.7753508], [8.7421068, 41.7757809], [8.74175, 41.7760946], [8.7415029, 41.7763117], [8.7413546, 41.7764564], [8.7412064, 41.7766446], [8.7411665, 41.7768231], [8.7411571, 41.7770987], [8.7411499, 41.7774794], [8.7410167, 41.7775518], [8.7408985, 41.777608], [8.7405385, 41.7777241], [8.7403588, 41.7778268], [8.7402398, 41.7780005], [8.7402049, 41.7781045], [8.7402044, 41.7781818], [8.7402326, 41.7783811], [8.7402802, 41.7786072], [8.7403333, 41.7788888], [8.7403743, 41.7791337], [8.7403822, 41.7792539], [8.7404162, 41.7794683], [8.7404258, 41.7795234], [8.7404602, 41.7795772], [8.7404758, 41.7796103], [8.7404976, 41.7796616], [8.7405937, 41.7797176], [8.7406497, 41.7797535], [8.7409413, 41.7798941]], ""type"": ""LineString""}"
